codlem	gen	codmorf	LiLaRef	n_id	lemma	Throw_n_id	Throw_lemma	chk
N2	n	NcB	lemma/62942	D8FD1	luterium	D8FD7	lutherium	NO
N3B	m	NcC	lemma/110829	l1062	lotor	D8FDD	lutor	OK
N2	m	NcB	lemma/62957	D8BC2	liardus	D8FEC	lyardus	NO
N2	m	NcB	lemma/111069	l1268	lychnus	D8FED	lychinus	OK
N2/1	*	Af-	lemma/62961	D8C7A	ligius	D8FF0	lygius	NO
N2	n	NcB	lemma/62969	D8DB9	litostratum	D8FF9	lytostratum	NO
N1	f	NcA	lemma/111187	m0019	machaera	D8G01	macera	OK
N1	f	NcA	lemma/111730	m0483	mattea	D8G64	mactea	OK
V1		VmF	lemma/112102	m0787	mercor	D8G97	maercor	NO
N3B	m	NcC	lemma/111747	m0498	mauors	D8G9G	mafors	OK
N3B	f	NcC	lemma/111324	m0135	magydaris	D8GH0	magudaris	OK
N1	f	NcA	lemma/111242	m0070	maea	D8GHH	maia	OK
N2/1	*	Af-	lemma/111327	m0138	maiestus	D8H14	maiiestus	OK
N1	f	NcA	lemma/111379	m0181	maleuolentia	D8HFC	maliuolentia	OK
N2/1	*	Af-	lemma/111409	m0207	malobathratus	D900C	malobatratus	NO
N1	f	NcA	lemma/111414	m0212	maltha	D901F	malta	OK
N1	f	NcA	lemma/111442	m0235	mammula	D905E	mamula	OK
N1	f	NcA	lemma/63588	D9081	manca	D9093	mancha	NO
N2	m	NcB	lemma/63589	D9085	mancaldus	D9095	manchaldus	NO
N2/1	*	Af-	lemma/63635	D90C3	mandaerius	D90D2	mandatarius	NO
N2/1	*	Af-	lemma/63635	D90C3	mandaerius	D90EB	manderius	NO
N1	f	NcA	lemma/111549	m0332	mantisa	D91EE	mantissa	OK
V3		VmH	lemma/113286	m9607	manu-mitto	D920H	manumitto	OK
N1	f	NcA	lemma/64007	D9278	marca	D928H	marcha	NO
N1	f	NcA	lemma/64015	D9284	marcasita	D92A2	marchasita	NO
N3B	f	NcC	lemma/64042	D9288	marcatio	D92A4	marchatio	NO
N2	n	NcB	lemma/64019	D9289	marcatum	D92A5	marchatum	NO
N1	f	NcA	lemma/64063	D92BC	marchia	D92DA	marcia	NO
N3A	*	Af-	lemma/64064	D92BG	marchiabilis	D92DB	marciabilis	NO
N2	n	NcB	lemma/64089	D92BH	marchiagium	D92DC	marciagium	NO
V1		VmF	lemma/64041	D92A1	marcho	D9282	marco	NO
N2	n	NcB	lemma/64141	D92H8	marescagium	D92HC	mareschagium	NO
N1	f	NcA	lemma/111648	m0414	martyra	D93C2	martira	NO
N2	n	NcB	lemma/111649	m0414	martyrium	D93C4	martirium	NO
N2	m	NcB	lemma/111601	m0376	marculus	D93D0	martulus	OK
N1	f	NcA	lemma/64372	D93F2	masca	D93FA	mascha	NO
N1	f	NcA	lemma/64684	D8H1E	mainada	D9401	masnada	NO
N1	f	NcA	lemma/111677	m0438	mastruca	D9464	mastruga	OK
N3B	f	NcC	lemma/111683	m0443	mataris	D9498	materis	OK
N3B	f	NcC	lemma/111708	m0462	mathesis	D949G	matesis	NO
N1	f	NcA	lemma/64541	D9473	mata	D94A0	matha	NO
N2	n	NcB	lemma/64542	D9477	matalacium	D94A1	mathalacium	NO
N2	n	NcB	lemma/63213	D8H08	maidanum	D951F	maydanum	NO
N1	f	NcA	lemma/64678	D8H0C	maiera	D951G	mayera	NO
N1	f	NcA	lemma/64684	D8H1E	mainada	D9525	maynada	NO
N2	n	NcB	lemma/64685	D8H1G	mainagium	D9526	maynagium	NO
N2	n	NcB	lemma/64686	D8H20	mainamentum	D9527	maynamentum	NO
N2/1	*	Af-	lemma/63239	D8H27	mainerius	D952A	maynerius	NO
N1	f	NcA	lemma/64693	D8H5G	maita	D952G	mayta	NO
N1	f	NcA	lemma/64696	D8H5H	maiteriata	D9531	mayteriata	NO
N2	m	NcB	lemma/111766	m0513	mechanicus	D9558	mecanicus	NO
N1	f	NcA	lemma/111777	m0523	medela	D9574	medella	OK
N2	m	NcB	lemma/111785	m0529	mediastrinus	D9591	mediastinus	OK
N1	m	NcA	lemma/64835	D95F2	megaducas	D95F5	megalducas	NO
N1	f	NcA	lemma/111864	m0595	melancholia	D9611	melancolia	NO
N2	m	NcB	lemma/111898	m0620	melicus	D962A	melichus	NO
N3B	f	NcC	lemma/111884	m0611	meles	D963A	melis	OK
N2	n	NcB	lemma/111894	m0619	melicraton	D964C	mellicratum	OK
N1	f	NcA	lemma/111968	m0675	melota	D9665	melote	OK
N1	f	NcA	lemma/111968	m0675	melota	D9665	melote	OK
V1		VmF	lemma/112006	m0706	memoro	D9688	memoror	OK
N2	n	NcB	lemma/111401	m0200	maenianum	D96DD	menianum	OK
N2	n	NcB	lemma/112564	m1201	moenianum	D96DD	menianum	OK
N2/1	*	Af-	lemma/112084	m0771	meracus	D9725	meratus	OK
N2/1	*	Af-	lemma/112031	m0726	mercennarius	D9744	mercenarius	OK
N2/1	*	Af-	lemma/112031	m0726	mercennarius	D9744	mercenarius	OK
V1		VmF	lemma/112103	m0787	mercor	D9731	merco	OK
N2	n	NcB	lemma/63116	D8G98	maeremium	D9772	meremium	NO
V1		VmF	lemma/112132	m0812	meridio	D9799	meridior	OK
N3B	m	NcC	lemma/112046	m0739	mensis	D97GE	mesis	OK
N3B	m	NcC	lemma/112046	m0739	mensis	D97GE	mesis	OK
N1	f	NcA	lemma/111254	m0081	maestitia	D985A	mestitia	NO
N2	m	NcB	lemma/113209	m1897	myotacismus	D986G	metacismus	OK
N1	f	NcA	lemma/111684	m0444	mataxa	D9883	metaxa	OK
V1		VmF	lemma/112235	m0894	metor	D987C	meto	OK
N2	m	NcB	lemma/65468	D989A	methodus	D98A4	metodus	NO
N1	f	NcA	lemma/64862	D95GG	meiaria	D98C3	meyaria	NO
N1	f	NcA	lemma/64889	D960A	meiteria	D98CD	meyteria	NO
N1	f	NcA	lemma/112292	m0951	mica	D98FA	micha	NO
V1		VmF	lemma/65568	D98G0	micholor	D98G4	micolor	NO
N3B	f	NcC	lemma/112346	m1003	miluago	D992F	millago	OK
N1	f	NcA	lemma/112328	m0986	milipeda	D9938	millepeda	OK
N3B	m	NcC	lemma/112327	m0985	milio	D993G	millio	OK
V1		VmF	lemma/112400	m1048	minor	D9959	mino	OK
N3B	f	NcC	lemma/112420	m1068	minutio	D99C5	minucio	NO
V4		VmL	lemma/112409	m1058	minurrio	D99CC	minurio	OK
N2	m	NcB	lemma/112264	m0921	minuscularii	D99DE	minutularii	OK
V1		VmF	lemma/112443	m1092	miror	D99F6	miro	OK
N1	f	NcA	lemma/113261	m1950	myrta	D99H1	mirta	OK
N2	n	NcB	lemma/113240	m1933	mysterium	D9A5B	misterium	OK
N1	f	NcA	lemma/112421	m1069	mixtura	D9A6A	mistura	OK
N2	n	NcB	lemma/65467	D9898	methium	D9A81	mithium	NO
N1	f	NcA	lemma/112493	m1138	mitra	D9A82	mithra	NO
N2	m	NcB	lemma/113256	m1947	myxus	D9AB9	mixus	NO
N1	f	NcA	lemma/112362	m1016	mina	D9ABE	mna	OK
N1	f	NcA	lemma/113394	n0050	nassiterna	D9ABF	mnasiterna	OK
V1		VmF	lemma/112525	m1167	moderor	D9ADF	modero	OK
V1		VmF	lemma/66000	m0080	maestifico	D9AH5	moestifico	NO
N1	f	NcA	lemma/111254	m0081	maestitia	D9AH6	moestitia	OK
N3B	f	NcC	lemma/112570	m1206	molatio	D9B1H	molacio	NO
V4		VmL	lemma/112591	m1223	molior	D9B6E	molio	OK
N3B	f	NcC	lemma/112578	m1213	moles	D9B6H	molis	OK
N1	f	NcA	lemma/112909	m1613	multa	D9BA3	molta	OK
N2	m	NcB	lemma/112643	m1270	monachus	D9BCC	monacus	NO
N1	f	NcA	lemma/112663	m1290	monela	D9BEH	monella	OK
V1		VmF	lemma/112803	m1416	moror	D9C7E	moro	OK
N2	m	NcB	lemma/113209	m1897	myotacismus	D9D5E	motacismus	OK
N1	f	NcA	lemma/66530	D9D56	mota	D9D6B	motha	NO
N2	m	NcB	lemma/66584	D9B0G	moiolus	D9D9E	moyolus	NO
N2	m	NcB	lemma/112864	m1471	mucus	D9DAG	muccus	OK
N1	f	NcA	lemma/112909	m1613	multa	D9DEF	mulcta	OK
N2/1	*	Af-	lemma/112914	m1617	multaticius	D9E11	multatitius	NO
N3B	f	NcC	lemma/113055	m1745	munitio	D9E7B	municio	NO
N1	f	NcA	lemma/66814	D9EA7	muraillia	D9EB8	murayllia	NO
N1	f	NcA	lemma/111466	m0257	murrina	D9ED6	murina	OK
N1	f	NcA	lemma/111466	m0257	murrina	D9EE7	murrhina	NO
N1	f	NcA	lemma/113261	m1950	myrta	D9EEC	murta	OK
N1	f	NcA	lemma/112282	m0939	myrteta	D9EEF	murteta	OK
N2	n	NcB	lemma/112283	m0940	myrtetum	D9EEG	murtetum	OK
N2	n	NcB	lemma/111651	m0415	museum	D9EFH	musaeum	OK
N2	n	NcB	lemma/111814	m0551	museum	D9EFH	musaeum	OK
N2	m	NcB	lemma/66904	D9EH9	muscetus	D9EHD	muschetus	NO
N2	m	NcB	lemma/113119	m1816	musculus	D9F05	musclus	OK
N2	n	NcB	lemma/111814	m0551	museum	D9F2A	musium	OK
N3B	m	NcC	lemma/113129	m1826	musimo	D9F2D	musmo	OK
N1	f	NcA	lemma/113146	m1844	mustricula	D9F45	mustricola	OK
N2	n	NcB	lemma/112284	m0941	mausoleum	D9F49	musuleum	OK
N2	n	NcB	lemma/113169	m1865	mutunium	D9F68	mutinium	OK
N3B	m	NcC	lemma/113172	m1868	mutto	D9F6D	muto	OK
N2	n	NcB	lemma/113169	m1865	mutunium	D9F6G	mutonium	OK
V1		VmF	lemma/113181	m1876	mutuor	D9F75	mutuo	OK
N3B	m	NcC	lemma/113201	m1892	myoparon	D9F8A	myoparo	OK
N3B	f	NcC	lemma/113460	n0103	nauis	D9FAE	nabis	OK
N2/1	*	Af-	lemma/104756	g0453	gnarus	D9FG7	narus	OK
N2	m	NcB	lemma/67157	D9G19	nathinaeus	D9G1F	natineus	NO
N1	f	NcA	lemma/113444	n0090	nauicella	D9G5B	naucella	OK
N1	f	NcA	lemma/113445	n0091	nauicula	D9G5G	naucula	OK
N3B	f	NcC	lemma/67230	D9G78	nauicio	D9G95	nauitio	NO
N1	f	NcA	lemma/113471	n0113	nausea	D9GA5	nausia	OK
N1	f	NcA	lemma/113392	n0048	nassa	D9GB6	naxa	OK
N2	n	NcB	lemma/67408	D9GG6	neiagium	D9H4C	neyagium	NO
N2/1	*	Af-	lemma/113853	n0545	nothus	55561	notus	NO
N3B	n	NcC	lemma/113728	n0341	nouendiale	DA07C	nouemdiale	OK
N1	f	NcA	lemma/113909	n0595	nubecula	DA0B0	nubicula	OK
N1	f	NcA	lemma/114013	n0695	nuptiae	DA0B9	nubtiae	OK
N3B	n	NcC	lemma/113811	n0506	nomisma	DA0F7	numisma	OK
N2/1	*	Af-	lemma/113732	n0344	nuntius	DA0FG	nuncius	OK
N2/1	*	Af-	lemma/113732	n0344	nuntius	DA0FG	nuncius	OK
N2	n	NcB	lemma/113739	n0351	nutricium	DA10F	nutritium	OK
N2/1	*	Af-	lemma/113736	n0348	nutricius	DA10G	nutritius	OK
N2/1	*	Af-	lemma/113736	n0348	nutricius	DA10G	nutritius	OK
V1		VmF	lemma/114577	o0379	occento	DA12G	obcanto	OK
V3		VmH	lemma/114623	o0420	occurro	DA132	obcurro	OK
N1	f	NcA	lemma/114323	o0144	oboedientia	DA139	obedientia	OK
N3B	f	NcC	lemma/114336	o0157	oboeditio	DA145	obeditio	OK
N2/1	*	Af-	lemma/114178	o0007	obaeratus	DA14C	oberatus	NO
N3B	f	NcC	lemma/114813	o0587	offirmatio	DA151	obfirmatio	OK
V3		VmH	lemma/115124	o0877	oppono	DA1B0	obpono	OK
V1		VmF	lemma/90805	a3588	ausculto	DA1C7	obsculto	OK
N1	f	NcA	lemma/114396	o0212	obsequella	DA1D3	obsequela	OK
V1		VmF	lemma/114429	o0241	obsidior	DA1F2	obsidio	OK
N1	m	NcA	lemma/114644	o0436	oclopecta	DA24C	oclopeta	OK
N3B	f	NcC	lemma/68098	DA2C2	offersio	DA2C8	offertio	NO
N1	f	NcA	lemma/114904	o0672	olla	DA2GF	ola	OK
N1	f	NcA	lemma/114839	o0613	oica	DA2H6	olca	OK
V1		VmF	lemma/105589	h0485	holero	DA30A	olero	OK
N2/1	*	Af-	lemma/105590	h0486	holitorius	57417	olitorius	OK
N2/1	*	Af-	lemma/105590	h0486	holitorius	57417	olitorius	OK
N2/1	*	Af-	lemma/105607	h0501	holosericus	DA337	olosericus	OK
N2/1	*	Af-	lemma/105613	h0507	holouitreus	DA339	olouitreus	OK
V1		VmF	lemma/115029	o0793	operor	DA385	opero	OK
N2	n	NcB	lemma/115116	o0869	oppidum	DA3A7	opidum	OK
N2/1	*	Af-	lemma/115068	o0829	opiniosus	DA3B7	opinosus	OK
N2	n	NcB	lemma/68330	DA1FE	obstagium	DA3D6	opstagium	NO
N1	f	NcA	lemma/90751	a3538	aurata	DA3G2	orata	OK
N2	m	NcB	lemma/105671	h0562	hordeolus	DA41A	ordeolus	OK
N1	f	NcA	lemma/105676	h0567	horia	DA46D	oria	OK
N2/1	*	Af-	lemma/90752	a3539	auricularius	DA46F	oricularius	OK
N2/1	*	Af-	lemma/90752	a3539	auricularius	DA46F	oricularius	OK
N1	f	NcA	lemma/115325	DA46H	oridia	DA486	oriza	NO
N1	f	NcA	lemma/130840	u1260	urna	DA493	orna	OK
N2	m	NcB	lemma/105731	h0616	hortulanus	DA4DA	ortulanus	OK
N2	m	NcB	lemma/105734	h0619	hortus	DA4DE	ortus	OK
N2	n	NcB	lemma/68543	DA4EC	osceum	DA4ED	oscheum	NO
N2	n	NcB	lemma/114794	o0572	ossuarium	DA4H1	ossarium	OK
N2/1	*	Af-	lemma/115362	o1094	ossuosus	DA4HA	ossosus	OK
N1	f	NcA	lemma/105745	h0628	hostia	DA525	ostia	OK
V1		VmF	lemma/114464	o0271	obsto	DA50H	osto	OK
N1	f	NcA	lemma/114801	o0576	ostrea	DA53B	ostria	OK
N1	f	NcA	lemma/115452	o1173	oxyblatta	DA58F	oxiblatta	NO
N2	n	NcB	lemma/115454	o1175	oxycominum	DA58G	oxicominum	NO
N1	f	NcA	lemma/115479	o1195	ozaena	DA59F	ozina	OK
N2	m	NcB	lemma/120835	p9863	pactus	DA5CD	pachtus	NO
V3		VmH	lemma/115592	p0023	paco	DA612	pago	OK
V3		VmH	lemma/115825	p0223	pango	DA612	pago	OK
N2	m	NcB	lemma/117583	p1838	phager	DA635	pagrus	OK
N1	f	NcA	lemma/117588	p1842	phalanga	DA66B	palanga	OK
N1	f	NcA	lemma/115671	p0090	palatha	DA67B	palata	NO
N2	n	NcB	lemma/115672	p0091	palathium	DA685	palatium	NO
N2	n	NcB	lemma/68936	DA68C	palchum	DA68D	palcum	NO
N1	f	NcA	lemma/115657	p0081	palaestra	DA6B2	palestra	NO
V1		VmF	lemma/115663	p0084	palaestro	DA6B3	palestro	NO
N2	m	NcB	lemma/117601	p1854	phallus	DA6HH	pallus	NO
N1	f	NcA	lemma/69162	DA77B	panchra	DA784	pancra	NO
N2	n	NcB	lemma/115830	p0227	panicum	DA7C5	panichium	NO
N2	n	NcB	lemma/115830	p0227	panicum	DA7C8	panicium	OK
N2	n	NcB	lemma/69298	DA805	panteon	DA809	pantheon	NO
N1	f	NcA	lemma/115828	p0226	panicula	DA81B	panucla	OK
N1	f	NcA	lemma/115828	p0226	panicula	DA81C	panucula	OK
V1		VmF	lemma/115892	p0276	pappo	DA831	papo	OK
N2	n	NcB	lemma/115911	p0294	paracenterium	DA86G	paracentherium	NO
N3B	f	NcC	lemma/116072	p0430	paropsis	DA8B9	parapsis	OK
N3B	f	NcC	lemma/116072	p0430	paropsis	DA8C9	parasis	OK
N2	m	NcB	lemma/69511	DA8HD	parcus	DA8GA	parchus	NO
N2	n	NcB	lemma/116087	p0443	parsimonium	DA8H2	parcimonium	OK
N3B	f	NcC	lemma/116027	p0387	parenthesis	DA91B	parentesis	NO
N1	f	NcA	lemma/69550	DA92G	pargia	DA936	pargya	NO
N1	f	NcA	lemma/120799	p9828	parentia	DA949	parientia	OK
N3B	m	NcC	lemma/116062	p0420	paron	DA97A	paro	OK
N1	f	NcA	lemma/116065	p0423	paroecia	DA97C	parochia	OK
N2	m	NcB	lemma/69659	DA9AH	parscalcus	DA9B0	parschalcus	NO
V4		VmL	lemma/116113	p0468	partio	DA9F5	partior	OK
V1		VmF	lemma/69740	DAA06	pascairo	DAA0C	pascayro	NO
N2	n	NcB	lemma/69735	DAA02	pascagium	DAA11	paschagium	NO
N2	n	NcB	lemma/69738	DAA0A	pascarium	DAA13	pascharium	NO
V1		VmF	lemma/69746	DAA09	pasco	DAA12	pascho	NO
N3A	*	Af-	lemma/116138	p0492	pascalis	DAA22	pascualis	OK
N2/1	*	Af-	lemma/116153	p0503	passerarius	DAA54	passarius	OK
N2/1	*	Af-	lemma/116153	p0503	passerarius	DAA54	passarius	OK
N1	f	NcA	lemma/69926	DAAF4	patalia	DAAH7	pathalia	NO
V1		VmF	lemma/116246	p0586	patrisso	DAB33	patrizo	OK
N2/1	*	Af-	lemma/116294	p0625	paullus	DAB8H	paulus	OK
N1	f	NcA	lemma/118552	p2683	posia	DABAD	pausea	OK
N1	f	NcA	lemma/68888	DA649	pairola	DABC8	payrola	NO
N2	n	NcB	lemma/70131	DA64E	paisnaticum	DABCF	paysnaticum	NO
N1	f	NcA	lemma/70133	DA651	paisseria	DABCH	paysseria	NO
N2	n	NcB	lemma/70135	DA654	paium	DABD1	payum	NO
N1	f	NcA	lemma/70150	DABE0	peca	DABEH	pecha	NO
N1	f	NcA	lemma/70167	DABF3	pechia	DABF4	pecia	NO
N1	f	NcA	lemma/115610	p0039	paedia	DAC4B	pedia	NO
V1		VmF	lemma/116407	p0727	peduculo	DAC5A	pediculo	OK
N3B	m	NcC	lemma/115616	p0045	paedor	DAC71	pedor	OK
N2	m	NcB	lemma/120064	p4093	pediculus	DAC7A	peduclus	OK
N1	f	NcA	lemma/68815	DA5H0	paela	DACB5	pela	NO
N2	m	NcB	lemma/116432	p0747	pelicanus	DACC4	pelecanus	OK
N1	f	NcA	lemma/68817	DA5H3	paella	DACDA	pella	NO
N3B	m	NcC	lemma/117851	p2080	pinax	DAD0E	penax	OK
N3B	n	NcC	lemma/116482	p0793	penetrale	DAD3B	penetral	OK
N1	f	NcA	lemma/115585	p0018	paenula	DAD9E	penula	OK
N2/1	*	Af-	lemma/115628	p0056	paenulatus	DAD9F	penulatus	OK
V1		VmF	lemma/116789	p1079	perenno	DADD1	peranno	OK
V3		VmH	lemma/116631	p0927	percaedo	DADEA	percedo	NO
N1	f	NcA	lemma/116630	p0926	perca	DADF0	percha	NO
V1		VmF	lemma/70727	DAE19	perendino	DAE56	perhendino	NO
V1		VmF	lemma/116789	p1079	perenno	DAE57	perhenno	NO
V1		VmF	lemma/116417	p0736	peiero	DAE89	periuro	OK
N1	f	NcA	lemma/68818	DA5H4	paerria	DAEED	perria	NO
N2	n	NcB	lemma/117525	p1787	petheredium	DAFA7	peteredium	NO
N2	n	NcB	lemma/71030	DAF91	petagium	DAFA9	pethagium	NO
N2	n	NcB	lemma/117550	p1810	petorritum	DAFC3	petoritum	OK
N2/1	*	Af-	lemma/117539	p1801	petilus	DAFEF	petulus	OK
N2	m	NcB	lemma/71091	DA5H5	paetus	DAFF1	petus	NO
N1	f	NcA	lemma/71109	DACA9	peireria	DAFG1	peyreria	NO
N2/1	*	Af-	lemma/70334	DACAA	peirerius	DAFG3	peyrerius	NO
N2	m	NcB	lemma/70337	DACAD	peironus	DAFG6	peyronus	NO
N3B	m	NcC	lemma/117586	p1840	phagon	DAFHF	phago	OK
N2	m	NcB	lemma/115652	p0076	pagus	DAFHH	phagus	NO
N1	f	NcA	lemma/102824	f0106	fala	DAG00	phala	OK
N1	f	NcA	lemma/102827	f0109	falarica	DAG0B	phalarica	OK
N2	n	NcB	lemma/68961	DA6AF	palergium	DAG0H	phalergium	NO
N1	f	NcA	lemma/71152	DA73H	paltena	DAG12	phaltena	NO
N1	f	NcA	lemma/71159	DA865	para	DAG1D	phara	NO
N1	f	NcA	lemma/115634	p0061	paeonia	DAG2G	pheonia	NO
N2	n	NcB	lemma/117746	p1993	phylacterium	DAG36	philacterium	OK
V3		VmH	lemma/117732	p1979	phthisisco	DAG72	phtisisco	NO
N1	f	NcA	lemma/117792	p2034	pica	DAG9H	picha	NO
N1	f	NcA	lemma/117778	p2023	picea	DAGA1	pichea	NO
N2	n	NcB	lemma/117984	p2194	pittaciolum	DAGBC	pictaciolum	OK
V1		VmF	lemma/117806	p2046	pignero	DAGGD	pignoro	OK
N2	n	NcB	lemma/71405	DAG3E	philetum	DAH27	piletum	NO
N1	f	NcA	lemma/117839	p2071	pilula	DAH54	pillula	OK
N2	m	NcB	lemma/120639	p4641	pylorus	DAH5C	pilorus	NO
N2	n	NcB	lemma/117671	p1921	philtrum	DAH6A	piltrum	NO
V1		VmF	lemma/117903	p2126	pipilo	DAHDD	pipulo	NO
N2	m	NcB	lemma/120651	p4652	pyrgus	DAHF0	pirgus	NO
N1	f	NcA	lemma/120666	p4665	pyrula	DAHG0	pirula	NO
V1		VmF	lemma/120674	p4673	pytisso	DB062	pitisso	OK
N3B	f	NcC	lemma/120680	p4679	pyxis	DB07E	pixis	OK
N1	f	NcA	lemma/71749	DB095	placea	DB0A3	plachea	NO
N2	n	NcB	lemma/71758	DB0A2	placetum	DB0A4	plachetum	NO
N1	f	NcA	lemma/118045	p2249	planca	DB0FC	plancha	NO
N1	f	NcA	lemma/115670	p0089	palasea	DB131	plasea	OK
N1	f	NcA	lemma/71920	DB16G	plathoma	DB177	platoma	NO
N1	f	NcA	lemma/71796	DB0E2	plaidura	DB197	playdura	NO
N1	f	NcA	lemma/118121	p2311	plebecula	DB1B3	plebicula	OK
V1		VmF	lemma/117678	p1928	phlebotomo	DB1B9	plebotomo	NO
N1	f	NcA	lemma/72047	DB1CH	pleidura	DB1G9	pleydura	NO
N2/1	*	Af-	lemma/119857	p3899	plaustrarius	DB20H	plostrarius	OK
N2/1	*	Af-	lemma/119857	p3899	plaustrarius	DB20H	plostrarius	OK
N3B	m	NcC	lemma/118250	p2423	poderes	DB283	poderis	OK
N3B	f	NcC	lemma/115625	p0053	paenitudo	DB2B3	poenitudo	OK
V1		VmF	lemma/118271	p2441	poetor	DB2BA	poeto	OK
N2	n	NcB	lemma/72273	DAG5H	pholagium	DB2EC	polagium	NO
N3B	m	NcC	lemma/118307	p2475	pollio	DB30F	polio	OK
N2	m	NcB	lemma/118360	p2517	polypus	DB30H	polipus	NO
N2	n	NcB	lemma/72343	DB317	polithogum	DB31E	politogum	NO
N3B	f	NcC	lemma/118313	p2480	pollutio	DB347	pollucio	NO
N2	n	NcB	lemma/72404	DB2HA	poliandrum	DB360	polyandrum	NO
N3A	*	Af-	lemma/72325	DB302	poliformis	DB365	polyformis	NO
N2	m	NcB	lemma/72336	DB30G	polippus	DB36B	polyppus	NO
N2	n	NcB	lemma/118377	p2530	pomerium	DB386	pomoerium	OK
N2/1	*	Af-	lemma/120358	p4377	publicus	DB3G4	poplicus	OK
N2/1	*	Af-	lemma/118457	p2601	populneus	DB3HF	populnus	OK
V1		VmF	lemma/118459	p2602	populor	DB3GC	populo	OK
N2	m	NcB	lemma/119994	p4028	porcellus	DB425	porcillus	OK
V3		VmH	lemma/118500	p2638	porrigo	DB43A	porgo	OK
N2/1	*	Af-	lemma/118522	p2657	portentosus	DB4AH	portentuosus	OK
N3A	*	Af-	lemma/118519	p2654	portensis	64905	portuensis	OK
N1	f	NcA	lemma/118552	p2683	posia	DB4HC	possia	OK
V1		VmF	lemma/118634	p2753	postumo	DB539	posthumo	NO
V1		VmF	lemma/118648	p2765	potentor	DB575	potento	OK
N1	f	NcA	lemma/72833	DB581	poteria	DB596	potheria	NO
N1	f	NcA	lemma/74392	DB2DF	poipia	DB5C9	poypia	NO
V1		VmF	lemma/118778	p2880	praeconor	DB5HB	praecono	OK
N1	f	NcA	lemma/116900	p1188	pergula	DB60E	praecula	NO
V1		VmF	lemma/118858	p2951	praedor	DB616	praedo	OK
N2	n	NcB	lemma/119697	p3748	proelium	DB66F	praelium	OK
V1		VmF	lemma/119030	p3118	praemior	DB67E	praemio	OK
V1		VmF	lemma/119364	p3435	praeuaricor	DB714	praeuarico	OK
N2/1	*	Af-	lemma/118677	p2787	practicus	DB755	praticus	NO
N2/1	*	Af-	lemma/118703	p2812	praecanus	DB76D	precanus	NO
N3B	m	NcC	lemma/118715	p2823	praecentor	DB77G	precentor	NO
N2	n	NcB	lemma/72939	DB5G7	praeciagium	DB786	preciagium	NO
V1		VmF	lemma/119430	p3496	precor	DB76E	preco	OK
N3A	*	Af-	lemma/72963	DB607	praecordialis	DB790	precordialis	NO
N1	f	NcA	lemma/116900	p1188	pergula	DB792	precula	OK
N1	f	NcA	lemma/118801	p2900	praeda	DB795	preda	NO
N1	f	NcA	lemma/73259	DB618	praedaria	DB798	predaria	NO
N2/1	*	Af-	lemma/73260	DB619	praedarius	DB799	predarius	NO
N1	f	NcA	lemma/73261	DB61F	praedella	DB79A	predella	NO
N1	f	NcA	lemma/72980	DB61H	praederia	DB79B	prederia	NO
V1		VmF	lemma/118858	p2951	praedor	DB797	predo	NO
V1		VmF	lemma/118939	p3029	praegno	DB7A0	pregno	NO
N2	n	NcB	lemma/73271	DB665	praeiuramentum	DB7A6	preiuramentum	NO
N3B	f	NcC	lemma/118981	p3071	praelibatio	DB7A7	prelibatio	NO
V3		VmH	lemma/119432	p3497	prehendo	DB7AE	prendo	OK
N1	f	NcA	lemma/73057	DB689	praenicula	DB7AH	prenicula	NO
N2	n	NcB	lemma/73068	DB696	praepedium	DB7B5	prepedium	NO
N1	f	NcA	lemma/73289	DB6AD	praesa	DB7BC	presa	NO
N1	f	NcA	lemma/73290	DB6AH	praesalia	DB7BH	presalia	NO
I		X--	hypolemma/106785	p3275	praesentialiter	DB7D1	presentialiter	NO
N1	f	NcA	lemma/73304	DB6D3	praesia	DB7D5	presia	NO
N2	n	NcB	lemma/73104	DB6D4	praesiagium	DB7D6	presiagium	NO
N2/1	*	Af-	lemma/73309	DB6E9	praesonarius	DB7DB	presonarius	NO
N1	f	NcA	lemma/73329	DB6EE	praesta	DB7F8	presta	NO
N2	m	NcB	lemma/73330	DB6EH	praestaldi	DB7F9	prestaldi	NO
N3B	m	NcC	lemma/119231	p3313	praestator	DB7FB	prestator	NO
V1		VmF	lemma/119246	p3327	praesto	DB7FA	presto	NO
N1	f	NcA	lemma/73146	DB6H9	praesura	DB7FH	presura	NO
V1		VmF	lemma/73338	DB6HB	praetaxo	DB7G4	pretaxo	NO
N		NcP	lemma/73160	DB719	praeueiril	DB7GH	preueiril	NO
N2/1	*	Af-	lemma/73384	DB815	primicerius	DB817	primicherius	NO
N2/1	*	Af-	lemma/119475	p3539	primigenius	DB834	primogenius	OK
N2/1	*	Af-	lemma/119475	p3539	primigenius	DB834	primogenius	OK
N3B	f	NcC	lemma/119521	p3583	priuatio	DB883	priuacio	NO
N3B	f	NcC	lemma/119580	p3637	procatio	DB8CD	procacio	NO
N2	n	NcB	lemma/119592	p3649	procestria	DB8D5	procastria	OK
V1		VmF	lemma/119696	p3747	proelior	DB931	proelio	OK
V3		VmH	lemma/119714	p3764	proficiscor	DB94D	proficisco	OK
N1	f	NcA	lemma/73665	DB98C	prolita	DB99B	prolyta	NO
N2	n	NcB	lemma/119866	p3908	promunturium	DB9A8	promontorium	OK
N1	f	NcA	lemma/120034	p4065	prorsa	DBA2A	prosa	OK
